Videocard Name,Passmark G3D Mark (higher is better),Rank (lower is better),Videocard Value (higher is better),Price (USD),GPU Link
Radeon Ryzen 7 7735U,4818,464,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+7735U&id=4803
Radeon Ryzen 7 7736U,5876,379,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+7736U&id=4722
Radeon Ryzen 7 7800X3D 8-Core,1812,912,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+7800X3D+8-Core&id=4790
Radeon Ryzen 7 Microsoft Surface Edition,2282,764,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+Microsoft+Surface+Edition&id=4386
Radeon Ryzen 7 PRO 4750G,2500,715,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+PRO+4750G&id=4347
Radeon Ryzen 7 PRO 4750GE,2377,738,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+PRO+4750GE&id=4371
Radeon Ryzen 7 PRO 4750U,2028,836,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+PRO+4750U&id=4354
Radeon Ryzen 7 PRO 5755GE,2117,808,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+PRO+5755GE&id=5816
Radeon Ryzen 7 PRO 5875U,2123,806,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+PRO+5875U&id=4725
Radeon Ryzen 7 PRO 6850H,5435,413,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+PRO+6850H&id=4685
Radeon Ryzen 7 PRO 6850HS,5057,450,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+PRO+6850HS&id=4691
Radeon Ryzen 7 PRO 6850U,5116,442,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+PRO+6850U&id=4662
Radeon Ryzen 7 PRO 6860Z,4503,493,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+PRO+6860Z&id=4708
Radeon Ryzen 7 PRO 7730U,2319,756,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+PRO+7730U&id=4778
Radeon Ryzen 7 Pro 7735U,3846,542,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+Pro+7735U&id=4977
Radeon Ryzen 7 PRO 7745 8-Core,1597,987,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+7+PRO+7745+8-Core&id=4825
Radeon Ryzen 9 4900H,2605,692,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+4900H&id=4361
Radeon Ryzen 9 5900H,2960,645,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+5900H&id=4486
Radeon Ryzen 9 6900HS,6755,337,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+6900HS&id=4680
Radeon Ryzen 9 6900HS Creator Edition,5155,437,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+6900HS+Creator+Edition&id=4682
Radeon Ryzen 9 7900 12-Core,2025,838,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+7900+12-Core&id=4716
Radeon Ryzen 9 7900X 12-Core,2372,740,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+7900X+12-Core&id=4659
Radeon Ryzen 9 7900X3D 12-Core,1786,921,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+7900X3D+12-Core&id=4762
Radeon Ryzen 9 7950X 16-Core,3344,592,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+7950X+16-Core&id=4652
Radeon Ryzen 9 7950X3D 16-Core,1660,961,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+7950X3D+16-Core&id=4761
Radeon Ryzen 9 PRO 6950H,5868,380,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+PRO+6950H&id=4704
Radeon Ryzen 9 PRO 6950HS,4250,517,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+PRO+6950HS&id=4729
Radeon Ryzen 9 PRO 7945 12-Core,1580,993,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+9+PRO+7945+12-Core&id=4826
Radeon Ryzen Embedded R2314,997,1222,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+Embedded+R2314&id=4969
Radeon Ryzen Embedded R2514,1514,1021,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+Embedded+R2514&id=4901
Radeon Ryzen Embedded R2544,1864,894,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+Embedded+R2544&id=4907
Radeon Ryzen Embedded V2516,1527,1016,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+Embedded+V2516&id=4544
Radeon Ryzen Embedded V2546,1435,1047,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+Embedded+V2546&id=5059
Radeon Ryzen Embedded V2718,1998,846,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+Embedded+V2718&id=4375
Radeon Ryzen Embedded V2748,2069,822,NA,NA,video_lookup.php?gpu=Radeon+Ryzen+Embedded+V2748&id=4389
Radeon Sky 500,4709,476,NA,NA,video_lookup.php?gpu=Radeon+Sky+500&id=4071
Radeon TM,5612,394,NA,NA,video_lookup.php?gpu=Radeon+TM&id=5076
Radeon TM R9 A360,2060,828,NA,NA,video_lookup.php?gpu=Radeon+TM+R9+A360&id=3473
Radeon VE,2,2661,NA,NA,video_lookup.php?gpu=Radeon+VE&id=1751
Radeon Vega 10,1542,1007,NA,NA,video_lookup.php?gpu=Radeon+Vega+10&id=4074
Radeon Vega 10 Mobile,1528,1015,NA,NA,video_lookup.php?gpu=Radeon+Vega+10+Mobile&id=3857
Radeon Vega 10 Ryzen 7 PRO 3700U w/,1560,1002,NA,NA,video_lookup.php?gpu=Radeon+Vega+10+Ryzen+7+PRO+3700U+w%2F&id=4727
Radeon Vega 11,1855,896,NA,NA,video_lookup.php?gpu=Radeon+Vega+11&id=4136
Radeon Vega 11 Ryzen 5 PRO 3350G,2184,790,NA,NA,video_lookup.php?gpu=Radeon+Vega+11+Ryzen+5+PRO+3350G&id=4770
Radeon Vega 11 Ryzen 5 PRO 3400G,2021,839,NA,NA,video_lookup.php?gpu=Radeon+Vega+11+Ryzen+5+PRO+3400G&id=4724
Radeon Vega 11 Ryzen 5 PRO 3400GE w/,1507,1024,NA,NA,video_lookup.php?gpu=Radeon+Vega+11+Ryzen+5+PRO+3400GE+w%2F&id=4703
Radeon Vega 2,506,1705,NA,NA,video_lookup.php?gpu=Radeon+Vega+2&id=4260
Radeon Vega 2 Athlon Silver 3050U,521,1686,NA,NA,video_lookup.php?gpu=Radeon+Vega+2+Athlon+Silver+3050U&id=4828
Radeon Vega 3,889,1296,0.33,"$2,677.99*",video_lookup.php?gpu=Radeon+Vega+3&id=3926
Radeon Vega 3 3020e,552,1643,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+3020e&id=4690
Radeon Vega 3 Athlon 3000G,963,1245,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Athlon+3000G&id=4700
Radeon Vega 3 Athlon 300GE,1044,1197,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Athlon+300GE&id=4664
Radeon Vega 3 Athlon 300U,840,1328,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Athlon+300U&id=4734
Radeon Vega 3 Athlon 320GE,677,1481,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Athlon+320GE&id=4812
Radeon Vega 3 Athlon Gold 3150G,1088,1173,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Athlon+Gold+3150G&id=4853
Radeon Vega 3 Athlon Gold 3150U,668,1489,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Athlon+Gold+3150U&id=4694
Radeon Vega 3 Athlon Gold PRO 3150G,671,1485,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Athlon+Gold+PRO+3150G&id=5680
Radeon Vega 3 Athlon PRO 300GE w/,960,1246,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Athlon+PRO+300GE+w%2F&id=5006
Radeon Vega 3 Athlon Silver 3050e,485,1726,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Athlon+Silver+3050e&id=4701
Radeon Vega 3 Athlon Silver 3050U,855,1315,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Athlon+Silver+3050U&id=4707
Radeon Vega 3 Mobile,1035,1200,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Mobile&id=3871
Radeon Vega 3 Ryzen 3 3200U,847,1325,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Ryzen+3+3200U&id=4693
Radeon Vega 3 Ryzen 3 3250U,710,1453,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Ryzen+3+3250U&id=4696
Radeon Vega 3 Ryzen Embedded R1305G,579,1606,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Ryzen+Embedded+R1305G&id=4777
Radeon Vega 3 Ryzen Embedded R1505G,739,1422,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Ryzen+Embedded+R1505G&id=4687
Radeon Vega 3 Ryzen Embedded R1606G,856,1312,NA,NA,video_lookup.php?gpu=Radeon+Vega+3+Ryzen+Embedded+R1606G&id=5192
Radeon Vega 6,1308,1084,0.73,"$1,799.99*",video_lookup.php?gpu=Radeon+Vega+6&id=3937
Radeon Vega 6 Ryzen 3 3300U,1283,1091,NA,NA,video_lookup.php?gpu=Radeon+Vega+6+Ryzen+3+3300U&id=4746
Radeon Vega 6 Ryzen 3 3350U,1497,1028,NA,NA,video_lookup.php?gpu=Radeon+Vega+6+Ryzen+3+3350U&id=4678
Radeon Vega 6 Ryzen 3 PRO 3300U w/,1359,1073,NA,NA,video_lookup.php?gpu=Radeon+Vega+6+Ryzen+3+PRO+3300U+w%2F&id=4715
Radeon Vega 8,1579,994,12.45,$126.86*,video_lookup.php?gpu=Radeon+Vega+8&id=3895
Radeon Vega 8 Mobile,1425,1053,NA,NA,video_lookup.php?gpu=Radeon+Vega+8+Mobile&id=3845
Radeon Vega 8 Ryzen 3 3200G,1827,905,NA,NA,video_lookup.php?gpu=Radeon+Vega+8+Ryzen+3+3200G&id=4673
Radeon Vega 8 Ryzen 3 3200GE,1994,849,NA,NA,video_lookup.php?gpu=Radeon+Vega+8+Ryzen+3+3200GE&id=4793
Radeon Vega 8 Ryzen 3 PRO 3200G,1343,1077,NA,NA,video_lookup.php?gpu=Radeon+Vega+8+Ryzen+3+PRO+3200G&id=4753
Radeon Vega 8 Ryzen 3 PRO 3200GE w/,1563,1001,NA,NA,video_lookup.php?gpu=Radeon+Vega+8+Ryzen+3+PRO+3200GE+w%2F&id=4842
Radeon Vega 8 Ryzen 5 3450U,1287,1090,NA,NA,video_lookup.php?gpu=Radeon+Vega+8+Ryzen+5+3450U&id=4709
Radeon Vega 8 Ryzen 5 3500C,1410,1058,NA,NA,video_lookup.php?gpu=Radeon+Vega+8+Ryzen+5+3500C&id=6106
Radeon Vega 8 Ryzen 5 3500U,1369,1068,NA,NA,video_lookup.php?gpu=Radeon+Vega+8+Ryzen+5+3500U&id=4667
Radeon Vega 8 Ryzen 5 3550H,1700,948,NA,NA,video_lookup.php?gpu=Radeon+Vega+8+Ryzen+5+3550H&id=4663
Radeon Vega 8 Ryzen 5 PRO 3500U w/,1482,1035,NA,NA,video_lookup.php?gpu=Radeon+Vega+8+Ryzen+5+PRO+3500U+w%2F&id=4695
Radeon Vega 9,1587,991,NA,NA,video_lookup.php?gpu=Radeon+Vega+9&id=4156
Radeon Vega 9 Ryzen 5 3550H,1571,1000,NA,NA,video_lookup.php?gpu=Radeon+Vega+9+Ryzen+5+3550H&id=4805
Radeon Vega 9 Ryzen 5 Microsoft Surface Edition,1452,1042,NA,NA,video_lookup.php?gpu=Radeon+Vega+9+Ryzen+5+Microsoft+Surface+Edition&id=4742
Radeon Vega Frontier Edition,13013,168,7.75,"$1,679.99*",video_lookup.php?gpu=Radeon+Vega+Frontier+Edition&id=3775
Radeon VII,16398,104,8.63,"$1,899.95*",video_lookup.php?gpu=Radeon+VII&id=4050
Radeon X1050,49,2362,NA,NA,video_lookup.php?gpu=Radeon+X1050&id=609
Radeon X1200,32,2444,NA,NA,video_lookup.php?gpu=Radeon+X1200&id=610
Radeon X1250,37,2415,NA,NA,video_lookup.php?gpu=Radeon+X1250&id=611
Radeon X1270,31,2449,NA,NA,video_lookup.php?gpu=Radeon+X1270&id=612
Radeon X1300,58,2335,0.61,$95.78*,video_lookup.php?gpu=Radeon+X1300&id=154
Radeon X1300 PRO,84,2257,NA,NA,video_lookup.php?gpu=Radeon+X1300+PRO&id=159
Radeon X1550,66,2316,0.43,$155.00*,video_lookup.php?gpu=Radeon+X1550&id=613
Radeon X1550 64-bit,47,2367,NA,NA,video_lookup.php?gpu=Radeon+X1550+64-bit&id=1752
Radeon X1600,49,2360,NA,NA,video_lookup.php?gpu=Radeon+X1600&id=1753
Radeon X1600 Pro,98,2218,NA,NA,video_lookup.php?gpu=Radeon+X1600+Pro&id=2494
Radeon X1600 Pro / X1300XT,69,2303,NA,NA,video_lookup.php?gpu=Radeon+X1600+Pro+%2F+X1300XT&id=1755
Radeon X1600 XT,115,2167,NA,NA,video_lookup.php?gpu=Radeon+X1600+XT&id=2493
Radeon X1650 GTO,74,2283,NA,NA,video_lookup.php?gpu=Radeon+X1650+GTO&id=1756
Radeon X1650 Pro,84,2254,0.53,$160.89*,video_lookup.php?gpu=Radeon+X1650+Pro&id=614
Radeon X1650 SE,71,2295,NA,NA,video_lookup.php?gpu=Radeon+X1650+SE&id=1757
Radeon X1700 Targa Edition,116,2164,NA,NA,video_lookup.php?gpu=Radeon+X1700+Targa+Edition&id=2206
Radeon X1800 GTO,140,2096,NA,NA,video_lookup.php?gpu=Radeon+X1800+GTO&id=1760
Radeon X1900 CrossFire Edition,137,2107,NA,NA,video_lookup.php?gpu=Radeon+X1900+CrossFire+Edition&id=1761
Radeon X1900 GT,145,2082,NA,NA,video_lookup.php?gpu=Radeon+X1900+GT&id=1762
Radeon X1950 CrossFire Edition,151,2067,NA,NA,video_lookup.php?gpu=Radeon+X1950+CrossFire+Edition&id=1763
Radeon X1950 GT,106,2196,NA,NA,video_lookup.php?gpu=Radeon+X1950+GT&id=615
Radeon X1950 Pro,112,2176,NA,NA,video_lookup.php?gpu=Radeon+X1950+Pro&id=1764
RADEON X300SE,38,2410,NA,NA,video_lookup.php?gpu=RADEON+X300SE&id=1765
RADEON X550,50,2355,NA,NA,video_lookup.php?gpu=RADEON+X550&id=1766
RADEON X550XT,56,2343,NA,NA,video_lookup.php?gpu=RADEON+X550XT&id=1767
Radeon X550XTX,70,2296,NA,NA,video_lookup.php?gpu=Radeon+X550XTX&id=1768
RADEON X600 256MB HyperMemory,56,2342,NA,NA,video_lookup.php?gpu=RADEON+X600+256MB+HyperMemory&id=1769
RADEON X600 PRO,67,2311,0.42,$160.49*,video_lookup.php?gpu=RADEON+X600+PRO&id=161
RADEON X600 SE,49,2363,0.87,$56.18*,video_lookup.php?gpu=RADEON+X600+SE&id=155
RADEON X600XT,91,2241,NA,NA,video_lookup.php?gpu=RADEON+X600XT&id=1772
RADEON X700,72,2290,NA,NA,video_lookup.php?gpu=RADEON+X700&id=1773
RADEON X700 PRO,75,2281,NA,NA,video_lookup.php?gpu=RADEON+X700+PRO&id=1774
RADEON X700 SE,71,2294,NA,NA,video_lookup.php?gpu=RADEON+X700+SE&id=1775
RADEON X800 GT,84,2259,NA,NA,video_lookup.php?gpu=RADEON+X800+GT&id=618
RADEON X800 GTO,114,2169,NA,NA,video_lookup.php?gpu=RADEON+X800+GTO&id=1777
RADEON X800 PRO,64,2320,NA,NA,video_lookup.php?gpu=RADEON+X800+PRO&id=1778
RADEON X800 PRO/GTO,73,2287,NA,NA,video_lookup.php?gpu=RADEON+X800+PRO%2FGTO&id=1779
RADEON X800 SE,129,2124,NA,NA,video_lookup.php?gpu=RADEON+X800+SE&id=1780
RADEON X800 XL,69,2302,NA,NA,video_lookup.php?gpu=RADEON+X800+XL&id=619
RADEON X800 XT,97,2224,NA,NA,video_lookup.php?gpu=RADEON+X800+XT&id=81
RADEON X800 XT Platinum Edition,81,2271,NA,NA,video_lookup.php?gpu=RADEON+X800+XT+Platinum+Edition&id=1781
RADEON X800GT,79,2275,NA,NA,video_lookup.php?gpu=RADEON+X800GT&id=1782
RADEON X850 PRO,72,2289,NA,NA,video_lookup.php?gpu=RADEON+X850+PRO&id=620
RADEON X850 XT,81,2273,NA,NA,video_lookup.php?gpu=RADEON+X850+XT&id=1784
RADEON X850 XT Platinum Edition,81,2265,NA,NA,video_lookup.php?gpu=RADEON+X850+XT+Platinum+Edition&id=621
Radeon Xpress 1100,34,2432,NA,NA,video_lookup.php?gpu=Radeon+Xpress+1100&id=622
Radeon Xpress 1150,29,2454,NA,NA,video_lookup.php?gpu=Radeon+Xpress+1150&id=624
Radeon Xpress 1200,35,2423,NA,NA,video_lookup.php?gpu=Radeon+Xpress+1200&id=625
Radeon Xpress 1250,42,2387,NA,NA,video_lookup.php?gpu=Radeon+Xpress+1250&id=104
Radeon Xpress 1270,26,2464,NA,NA,video_lookup.php?gpu=Radeon+Xpress+1270&id=626
Radeon Xpress 1300,52,2346,NA,NA,video_lookup.php?gpu=Radeon+Xpress+1300&id=2830
Radeon Xpress 1300M,40,2398,NA,NA,video_lookup.php?gpu=Radeon+Xpress+1300M&id=1785
RADEON XPRESS 200,29,2455,NA,NA,video_lookup.php?gpu=RADEON+XPRESS+200&id=627
RADEON XPRESS 200 CROSSFIRE,18,2495,NA,NA,video_lookup.php?gpu=RADEON+XPRESS+200+CROSSFIRE&id=2875
RADEON XPRESS 200M,22,2485,NA,NA,video_lookup.php?gpu=RADEON+XPRESS+200M&id=628
RadeonT 610M,1082,1176,NA,NA,video_lookup.php?gpu=RadeonT+610M&id=4775
RadeonT 660M,2220,783,NA,NA,video_lookup.php?gpu=RadeonT+660M&id=4766
RadeonT 660M Ryzen 5 7535HS,4051,527,NA,NA,video_lookup.php?gpu=RadeonT+660M+Ryzen+5+7535HS&id=4859
RadeonT 680M Ryzen 7 7735HS,5626,393,NA,NA,video_lookup.php?gpu=RadeonT+680M+Ryzen+7+7735HS&id=4896
RadeonT 780M,7121,325,NA,NA,video_lookup.php?gpu=RadeonT+780M&id=4897
RadeonT RX 6850M XT,14598,138,NA,NA,video_lookup.php?gpu=RadeonT+RX+6850M+XT&id=4849
RadeonT RX Vega 11,1621,973,NA,NA,video_lookup.php?gpu=RadeonT+RX+Vega+11&id=4823
Rage 128 Pro,1,2671,NA,NA,video_lookup.php?gpu=Rage+128+Pro&id=1788
RAGE 128 PRO AGP 4X TMDS,1,2673,NA,NA,video_lookup.php?gpu=RAGE+128+PRO+AGP+4X+TMDS&id=1790
Rage Fury Pro/Xpert 2000 Pro,3,2634,NA,NA,video_lookup.php?gpu=Rage+Fury+Pro%2FXpert+2000+Pro&id=1797
RDPDD Chained DD,242,1962,NA,NA,video_lookup.php?gpu=RDPDD+Chained+DD&id=5031
Red Hat QXL controller,31,2447,NA,NA,video_lookup.php?gpu=Red+Hat+QXL+controller&id=3314
Red Hat VirtIO GPU DOD controller,4560,487,NA,NA,video_lookup.php?gpu=Red+Hat+VirtIO+GPU+DOD+controller&id=4500
RGH Drivers v3,11,2514,NA,NA,video_lookup.php?gpu=RGH+Drivers+v3&id=3577
RIVA TNT2 Model 64/Model 64 Pro,3,2611,NA,NA,video_lookup.php?gpu=RIVA+TNT2+Model+64%2FModel+64+Pro&id=1665
RIVA TNT2/TNT2 Pro,3,2623,NA,NA,video_lookup.php?gpu=RIVA+TNT2%2FTNT2+Pro&id=1667
RTX 1000 Ada Generation Laptop GPU,13392,157,NA,NA,video_lookup.php?gpu=RTX+1000+Ada+Generation+Laptop+GPU&id=5011
RTX 2000 Ada Generation,17451,88,NA,NA,video_lookup.php?gpu=RTX+2000+Ada+Generation&id=5014
RTX 2000 Ada Generation Embedded GPU,15237,125,NA,NA,video_lookup.php?gpu=RTX+2000+Ada+Generation+Embedded+GPU&id=5543
RTX 2000 Ada Generation Laptop GPU,15232,126,NA,NA,video_lookup.php?gpu=RTX+2000+Ada+Generation+Laptop+GPU&id=4785
RTX 2000E Ada Generation,12460,181,NA,NA,video_lookup.php?gpu=RTX+2000E+Ada+Generation&id=5597
RTX 3000 Ada Generation Laptop GPU,15989,109,NA,NA,video_lookup.php?gpu=RTX+3000+Ada+Generation+Laptop+GPU&id=4930
RTX 3500 Ada Generation Embedded GPU,25188,35,NA,NA,video_lookup.php?gpu=RTX+3500+Ada+Generation+Embedded+GPU&id=5276
RTX 3500 Ada Generation Laptop GPU,19565,72,NA,NA,video_lookup.php?gpu=RTX+3500+Ada+Generation+Laptop+GPU&id=4800
RTX 4000 Ada Generation,23744,42,NA,NA,video_lookup.php?gpu=RTX+4000+Ada+Generation&id=4942
RTX 4000 Ada Generation Laptop GPU,22528,50,NA,NA,video_lookup.php?gpu=RTX+4000+Ada+Generation+Laptop+GPU&id=4819
RTX 4000 SFF Ada Generation,20135,63,NA,NA,video_lookup.php?gpu=RTX+4000+SFF+Ada+Generation&id=4801
RTX 4500 Ada Generation,27557,26,NA,NA,video_lookup.php?gpu=RTX+4500+Ada+Generation&id=4958
RTX 500 Ada Generation Laptop GPU,10969,215,NA,NA,video_lookup.php?gpu=RTX+500+Ada+Generation+Laptop+GPU&id=5056
RTX 5000 Ada Generation,29367,14,NA,NA,video_lookup.php?gpu=RTX+5000+Ada+Generation&id=4935
RTX 5000 Ada Generation Embedded GPU,27774,25,NA,NA,video_lookup.php?gpu=RTX+5000+Ada+Generation+Embedded+GPU&id=5277
RTX 5000 Ada Generation Laptop GPU,23869,41,NA,NA,video_lookup.php?gpu=RTX+5000+Ada+Generation+Laptop+GPU&id=4807
RTX 5880 Ada Generation,29012,17,NA,NA,video_lookup.php?gpu=RTX+5880+Ada+Generation&id=5146
RTX 6000 Ada Generation,28651,21,NA,NA,video_lookup.php?gpu=RTX+6000+Ada+Generation&id=4768
RTX A1000,10802,219,NA,NA,video_lookup.php?gpu=RTX+A1000&id=5118
RTX A1000 6GB Laptop GPU,10084,232,NA,NA,video_lookup.php?gpu=RTX+A1000+6GB+Laptop+GPU&id=4804
RTX A1000 Embedded GPU,11460,209,NA,NA,video_lookup.php?gpu=RTX+A1000+Embedded+GPU&id=4613
RTX A1000 Laptop GPU,9583,243,NA,NA,video_lookup.php?gpu=RTX+A1000+Laptop+GPU&id=4558
RTX A2000,13591,154,31.29,$434.33*,video_lookup.php?gpu=RTX+A2000&id=4477
RTX A2000 12GB,13707,148,NA,NA,video_lookup.php?gpu=RTX+A2000+12GB&id=4533
RTX A2000 8GB Laptop GPU,10749,220,NA,NA,video_lookup.php?gpu=RTX+A2000+8GB+Laptop+GPU&id=4553
RTX A2000 Embedded GPU,10860,217,NA,NA,video_lookup.php?gpu=RTX+A2000+Embedded+GPU&id=5760
RTX A2000 Laptop GPU,9805,237,NA,NA,video_lookup.php?gpu=RTX+A2000+Laptop+GPU&id=4438
RTX A3000 12GB Laptop GPU,13871,145,NA,NA,video_lookup.php?gpu=RTX+A3000+12GB+Laptop+GPU&id=4503
RTX A3000 Laptop GPU,12617,176,NA,NA,video_lookup.php?gpu=RTX+A3000+Laptop+GPU&id=4414
RTX A400,5768,385,NA,NA,video_lookup.php?gpu=RTX+A400&id=5160
RTX A4000,19546,74,26.06,$749.99*,video_lookup.php?gpu=RTX+A4000&id=4394
RTX A4000 Laptop GPU,14955,133,NA,NA,video_lookup.php?gpu=RTX+A4000+Laptop+GPU&id=4421
RTX A4500,21294,59,14.50,"$1,469.00*",video_lookup.php?gpu=RTX+A4500&id=4514
RTX A4500 Embedded GPU,8203,282,NA,NA,video_lookup.php?gpu=RTX+A4500+Embedded+GPU&id=4947
RTX A4500 Laptop GPU,16932,95,NA,NA,video_lookup.php?gpu=RTX+A4500+Laptop+GPU&id=4565
RTX A500 Embedded GPU,5292,421,NA,NA,video_lookup.php?gpu=RTX+A500+Embedded+GPU&id=5223
RTX A500 Laptop GPU,6689,342,NA,NA,video_lookup.php?gpu=RTX+A500+Laptop+GPU&id=4649
RTX A5000,22608,49,10.14,"$2,229.99*",video_lookup.php?gpu=RTX+A5000&id=4390
RTX A5000 Laptop GPU,16163,106,NA,NA,video_lookup.php?gpu=RTX+A5000+Laptop+GPU&id=4416
RTX A5500,21762,57,10.03,"$2,169.99*",video_lookup.php?gpu=RTX+A5500&id=4539
RTX A5500 Laptop GPU,17225,90,NA,NA,video_lookup.php?gpu=RTX+A5500+Laptop+GPU&id=4562
RTX A6000,22727,48,5.53,"$4,109.99*",video_lookup.php?gpu=RTX+A6000&id=4337
RV530 PRO,118,2157,NA,NA,video_lookup.php?gpu=RV530+PRO&id=1820
Ryzen 3 4300G with Radeon Graphics,1760,927,NA,NA,video_lookup.php?gpu=Ryzen+3+4300G+with+Radeon+Graphics&id=4246
Ryzen 3 4300GE with Radeon Graphics,2314,757,NA,NA,video_lookup.php?gpu=Ryzen+3+4300GE+with+Radeon+Graphics&id=4302
Ryzen 3 4300U with Radeon Graphics,1361,1071,NA,NA,video_lookup.php?gpu=Ryzen+3+4300U+with+Radeon+Graphics&id=4232
Ryzen 3 5300G with Radeon Graphics,1909,876,NA,NA,video_lookup.php?gpu=Ryzen+3+5300G+with+Radeon+Graphics&id=4436
Ryzen 3 5300GE with Radeon Graphics,1917,874,NA,NA,video_lookup.php?gpu=Ryzen+3+5300GE+with+Radeon+Graphics&id=4434
Ryzen 3 5300U with Radeon Graphics,1539,1010,NA,NA,video_lookup.php?gpu=Ryzen+3+5300U+with+Radeon+Graphics&id=4508
Ryzen 3 5400U with Radeon Graphics,1599,985,NA,NA,video_lookup.php?gpu=Ryzen+3+5400U+with+Radeon+Graphics&id=4402
Ryzen 3 5425U with Radeon Graphics,1691,954,NA,NA,video_lookup.php?gpu=Ryzen+3+5425U+with+Radeon+Graphics&id=4867
Ryzen 3 7330U with Radeon Graphics,1693,951,NA,NA,video_lookup.php?gpu=Ryzen+3+7330U+with+Radeon+Graphics&id=4875
Ryzen 3 7335U with Radeon Graphics,1980,853,NA,NA,video_lookup.php?gpu=Ryzen+3+7335U+with+Radeon+Graphics&id=5941
Ryzen 3 PRO 4200GE with Radeon Graphics,1748,931,NA,NA,video_lookup.php?gpu=Ryzen+3+PRO+4200GE+with+Radeon+Graphics&id=4309
Ryzen 3 PRO 4300U with Radeon Graphics,1542,1008,NA,NA,video_lookup.php?gpu=Ryzen+3+PRO+4300U+with+Radeon+Graphics&id=4240
Ryzen 3 Pro 4350G with Radeon Graphics,2096,817,NA,NA,video_lookup.php?gpu=Ryzen+3+Pro+4350G+with+Radeon+Graphics&id=4230
Ryzen 3 PRO 4350GE with Radeon Graphics,1898,883,NA,NA,video_lookup.php?gpu=Ryzen+3+PRO+4350GE+with+Radeon+Graphics&id=4244
Ryzen 3 PRO 4450U with Radeon Graphics,1521,1019,NA,NA,video_lookup.php?gpu=Ryzen+3+PRO+4450U+with+Radeon+Graphics&id=4247
Ryzen 3 PRO 5350G with Radeon Graphics,2299,761,NA,NA,video_lookup.php?gpu=Ryzen+3+PRO+5350G+with+Radeon+Graphics&id=4429
Ryzen 3 PRO 5350GE with Radeon Graphics,1823,906,NA,NA,video_lookup.php?gpu=Ryzen+3+PRO+5350GE+with+Radeon+Graphics&id=4430
Ryzen 3 PRO 5450U with Radeon Graphics,1617,977,NA,NA,video_lookup.php?gpu=Ryzen+3+PRO+5450U+with+Radeon+Graphics&id=4437
Ryzen 3 PRO 5475U with Radeon Graphics,1431,1049,NA,NA,video_lookup.php?gpu=Ryzen+3+PRO+5475U+with+Radeon+Graphics&id=4872
Ryzen 3 PRO 7330U with Radeon Graphics,2144,798,NA,NA,video_lookup.php?gpu=Ryzen+3+PRO+7330U+with+Radeon+Graphics&id=4877
